E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Partially identified by the tool,"The tool correctly identified multiple adverbs ending in ""-ly"" such as ""actually"", ""heavily"" and ""previously"".","The tool might incorrectly identify all words ending in ""-ly"" as an issue, not taking into account which ones are adverbs. Additionally, in this case, the tool mentioned some examples that are not included in the text.",Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the evaluator (in a manual way),The tool was unsuccesful in identifying superlatives in the text. Based on evaluators' no superlatives appear in the text.,It is important to define what is considered a superlative when giving related prompts to the tool.,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,The tool correctly identified that there are multiple list of things in the text that use commas and not bullet points.,It is unclear whether the tool could asses if these sentences negatively impacting cognitive load.,Gemini,"Several E2R issues are present on the website. The tool was able to identify most of them. However, it seems that the prompts needed to be very specific and ensure that the text evaluated was just the one provided.",50.0,10,https://www.bbc.com/news/articles/c93w8xxj09jo,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Partially identified by the tool,Page likely uses common punctuation currency signs (e.g $) and percent sign (%) are used,"AI may miss special characters in captions, alt text, or navigation areas",ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"Likely used for short explanations of technical terms (e.g., naming clones).",Automated tool can detect parentheses,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"includes DNA, SCNT (somatic cell nuclear transfer) or other abbreviations typical in explanations of cloning science",might have been explained in simple language in the original article.,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Partially identified by the tool,"Summaries don’t show suspension points, but they may appear in quotes or sidebars.",AI cannot reliably detect ellipses if not shown in summaries.,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,present in complex explanatory sentences about scientific processes,AI flags punctuation,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"Terms like “16 % success rate” and costs (>$50,000) are present",AI tool can flag Big numbers,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Spelling
E2R Guidelines about Grammar,Passive language/voice,Partially identified by the tool,"used in describing cloning steps (e.g., “genetic material is extracted”, “animals are cloned”)",AI may misidentify passive constructions without the exact original text,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"appears e.g., “not necessarily identical”, “cannot refuse”",The tool can flag negatives but cannot contextually judge if they harm comprehension,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"Frequent technical terms like cloning, extracting, producing are gerunds or continuous forms","AI can flag -ing words that are part of essential, correct verb phrases",ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the evaluator (in a manual way),Article uses standard prose paragraphs with many sentences per paragraph.,AI cannot see visual layout or actual line breaks,ChatGPT,"Overall, the article does not meet key Easy-to-Read guidelines, especially in grammar (passive voice, continuous forms), vocabulary (technical language, synonyms, adverbs), and composition (no bullet lists)",30.0,10,https://theconversation.com/celebrities-are-cloning-their-pets-but-the-procedure-risks-animals-health-and-wellbeing-269571,Grammar
